4.007439270019531250e+02,0.000000000000000000e+00
4.000504455566406250e+02,0.000000000000000000e+00
4.029378051757812500e+02,0.000000000000000000e+00
4.012063598632812500e+02,0.000000000000000000e+00
4.057002868652343750e+02,0.000000000000000000e+00
4.082511291503906250e+02,0.000000000000000000e+00
4.056951599121093750e+02,0.000000000000000000e+00
4.057503356933593750e+02,0.000000000000000000e+00
4.038490905761718750e+02,0.000000000000000000e+00
4.028516845703125000e+02,0.000000000000000000e+00
4.036671752929687500e+02,0.000000000000000000e+00
4.049157714843750000e+02,0.000000000000000000e+00
3.991074829101562500e+02,0.000000000000000000e+00
4.012777709960937500e+02,0.000000000000000000e+00
3.952372741699218750e+02,0.000000000000000000e+00
3.896864318847656250e+02,0.000000000000000000e+00
3.951619567871093750e+02,0.000000000000000000e+00
3.975602416992187500e+02,0.000000000000000000e+00
4.063956604003906250e+02,0.000000000000000000e+00
4.094080810546875000e+02,0.000000000000000000e+00
4.069987792968750000e+02,0.000000000000000000e+00
4.038620910644531250e+02,0.000000000000000000e+00
3.970030517578125000e+02,0.000000000000000000e+00
3.981217651367187500e+02,0.000000000000000000e+00
4.017153625488281250e+02,0.000000000000000000e+00
4.051446228027343750e+02,0.000000000000000000e+00
4.004100646972656250e+02,0.000000000000000000e+00
3.997097473144531250e+02,0.000000000000000000e+00
4.016144104003906250e+02,0.000000000000000000e+00
3.958255920410156250e+02,0.000000000000000000e+00
3.973617248535156250e+02,0.000000000000000000e+00
4.030949096679687500e+02,0.000000000000000000e+00
4.098072509765625000e+02,0.000000000000000000e+00
4.122090759277343750e+02,0.000000000000000000e+00
4.036581115722656250e+02,0.000000000000000000e+00
3.984500732421875000e+02,0.000000000000000000e+00
3.976568908691406250e+02,0.000000000000000000e+00
3.935539245605468750e+02,0.000000000000000000e+00
4.018160095214843750e+02,0.000000000000000000e+00
4.072010192871093750e+02,0.000000000000000000e+00
4.074489135742187500e+02,0.000000000000000000e+00
4.062680358886718750e+02,0.000000000000000000e+00
4.052409057617187500e+02,0.000000000000000000e+00
4.023574829101562500e+02,0.000000000000000000e+00
3.949591064453125000e+02,0.000000000000000000e+00
4.046173706054687500e+02,0.000000000000000000e+00
4.057306213378906250e+02,0.000000000000000000e+00
4.022163085937500000e+02,0.000000000000000000e+00
3.980427856445312500e+02,0.000000000000000000e+00
3.961526184082031250e+02,0.000000000000000000e+00
3.981689453125000000e+02,0.000000000000000000e+00
3.991607360839843750e+02,0.000000000000000000e+00
4.039664611816406250e+02,0.000000000000000000e+00
4.041503601074218750e+02,0.000000000000000000e+00
4.004566650390625000e+02,0.000000000000000000e+00
3.959657287597656250e+02,0.000000000000000000e+00
3.950271301269531250e+02,0.000000000000000000e+00
3.950513610839843750e+02,0.000000000000000000e+00
